Date,Open,High,Low,Close,Adj Close,Volume
2023-04-10,40.959999,41.150002,40.310001,40.980000,40.980000,319300
2023-04-11,40.980000,41.540001,40.730000,41.400002,41.400002,158800
2023-04-12,41.619999,42.040001,40.980000,41.419998,41.419998,191800
2023-04-13,41.439999,41.820000,41.270000,41.779999,41.779999,89900
2023-04-14,41.669998,41.669998,40.790001,41.340000,41.340000,138200
2023-04-17,40.849998,41.810001,40.849998,41.740002,41.740002,177700
2023-04-18,41.730000,41.750000,41.180000,41.450001,41.450001,80800
2023-04-19,41.169998,41.820000,41.110001,41.709999,41.709999,109600
2023-04-20,41.509998,41.860001,41.240002,41.639999,41.639999,94100
2023-04-21,41.660000,42.650002,41.660000,42.290001,42.290001,122200
2023-04-24,42.200001,43.090000,42.150002,42.660000,42.660000,111300
2023-04-25,42.599998,43.049999,42.419998,42.639999,42.639999,101200
2023-04-26,42.610001,42.610001,41.500000,41.599998,41.599998,143300
2023-04-27,41.619999,42.139999,41.619999,41.680000,41.680000,70100
2023-04-28,41.869999,42.029999,41.369999,41.810001,41.810001,119400
2023-05-01,41.810001,42.080002,41.689999,41.919998,41.919998,83500
2023-05-02,41.790001,41.799999,41.000000,41.090000,41.090000,185600
2023-05-03,41.119999,41.580002,40.599998,40.680000,40.680000,159800
2023-05-04,40.509998,40.610001,39.540001,40.029999,40.029999,170900
2023-05-05,39.880001,42.610001,39.849998,42.029999,42.029999,142400
2023-05-08,41.939999,42.430000,41.520000,42.169998,42.169998,103200
2023-05-09,42.290001,42.720001,41.650002,42.500000,42.500000,149000
2023-05-10,42.520000,42.750000,41.599998,42.310001,42.310001,240700
2023-05-11,42.220001,42.910000,42.160000,42.619999,42.619999,117200
2023-05-12,42.490002,43.310001,42.400002,43.119999,43.119999,114700
2023-05-15,43.110001,44.130001,43.110001,43.369999,43.369999,159900
2023-05-16,43.369999,43.369999,42.580002,42.970001,42.970001,132800
2023-05-17,42.680000,43.099998,42.369999,42.599998,42.599998,112900
2023-05-18,42.599998,42.860001,41.810001,42.330002,42.330002,118900
2023-05-19,42.340000,43.020000,42.340000,42.669998,42.669998,54000
2023-05-23,42.860001,43.250000,42.419998,42.599998,42.599998,82600
2023-05-24,42.380001,42.470001,41.580002,41.820000,41.820000,118600
2023-05-25,41.849998,41.849998,41.040001,41.500000,41.500000,99900
2023-05-26,41.299999,42.480000,41.279999,42.250000,42.250000,70400
2023-05-29,41.930000,42.680000,41.930000,42.200001,42.200001,46700
2023-05-30,41.709999,42.049999,41.459999,41.709999,41.709999,111300
2023-05-31,41.310001,41.599998,40.750000,41.090000,41.090000,194500
2023-06-01,41.099998,41.439999,40.770000,41.070000,41.070000,181500
2023-06-02,41.070000,42.290001,41.070000,42.169998,42.169998,165600
2023-06-05,42.160000,42.779999,42.110001,42.669998,42.669998,180300
2023-06-06,42.650002,42.750000,42.330002,42.490002,42.490002,137300
2023-06-07,42.520000,43.040001,42.259998,42.700001,42.700001,182800
2023-06-08,42.520000,42.639999,42.189999,42.529999,42.529999,89700
2023-06-09,42.509998,43.000000,42.369999,42.630001,42.630001,165900
