Date,Open,High,Low,Close,Adj Close,Volume
2024-01-09,24.180000,24.260000,23.940001,24.260000,23.876249,2652600
2024-01-10,24.190001,24.469999,24.190001,24.459999,24.073086,2386300
2024-01-11,24.420000,24.600000,24.120001,24.219999,23.836882,1903400
2024-01-12,24.280001,24.530001,24.280001,24.299999,23.915617,1637400
2024-01-15,24.250000,24.709999,24.190001,24.629999,24.240396,948400
2024-01-16,24.459999,24.809999,24.430000,24.770000,24.378183,3029500
2024-01-17,24.620001,24.670000,24.340000,24.570000,24.181345,2782900
2024-01-18,24.660000,24.700001,24.299999,24.620001,24.230556,2143600
2024-01-19,24.610001,24.690001,24.440001,24.620001,24.230556,1878700
2024-01-22,24.709999,24.719999,24.459999,24.530001,24.141979,1995700
2024-01-23,24.510000,24.730000,24.420000,24.730000,24.338814,1967600
2024-01-24,24.799999,24.920000,24.420000,24.500000,24.112453,1614200
2024-01-25,24.629999,24.740000,24.430000,24.450001,24.063246,2029400
2024-01-26,24.450001,24.590000,24.340000,24.350000,23.964827,1508700
2024-01-29,24.299999,24.620001,24.120001,24.480000,24.092770,1688900
2024-01-30,24.459999,24.500000,24.250000,24.270000,23.886091,2028100
2024-01-31,24.270000,24.379999,23.900000,24.080000,23.699097,3179500
2024-02-01,24.150000,24.299999,23.950001,24.250000,23.866407,2997900
2024-02-02,24.180000,24.190001,23.530001,23.840000,23.462893,3291900
2024-02-05,23.700001,23.750000,23.340000,23.379999,23.010168,5488900
2024-02-06,23.360001,23.580000,23.240000,23.480000,23.108587,3036400
2024-02-07,23.500000,23.570000,23.320000,23.510000,23.138113,2608900
2024-02-08,23.430000,23.430000,22.830000,22.959999,22.596813,5595600
2024-02-09,23.110001,24.160000,23.100000,23.639999,23.266056,4956800
2024-02-12,23.520000,23.799999,23.389999,23.709999,23.334949,2452700
2024-02-13,23.540001,23.650000,22.950001,23.190001,22.823175,3994400
2024-02-14,23.250000,23.450001,23.219999,23.400000,23.029852,2177900
2024-02-15,23.440001,23.870001,23.410000,23.700001,23.325108,3808200
2024-02-16,23.700001,24.100000,23.670000,23.940001,23.561312,3408900
2024-02-20,23.870001,24.320000,23.870001,24.200001,23.817200,2501400
2024-02-21,24.190001,24.350000,23.990000,24.200001,23.817200,1568600
2024-02-22,24.309999,24.410000,24.190001,24.350000,23.964827,2071800
2024-02-23,24.340000,24.469999,24.129999,24.320000,23.935301,3671300
2024-02-26,24.299999,24.309999,23.709999,23.840000,23.462893,3342700
2024-02-27,23.889999,23.990000,23.820000,23.969999,23.590836,1393200
2024-02-28,23.850000,23.879999,23.559999,23.639999,23.266056,2896100
2024-02-29,23.620001,23.889999,23.580000,23.670000,23.295582,3222400
2024-03-01,23.680000,23.870001,23.540001,23.830000,23.453051,1864400
2024-03-04,23.790001,23.799999,23.469999,23.520000,23.147955,2265600
2024-03-05,23.440001,23.510000,23.200001,23.340000,22.970802,2363300
2024-03-06,23.440001,23.719999,23.400000,23.650000,23.275898,2225900
2024-03-07,23.799999,23.969999,23.620001,23.770000,23.394001,2060100
2024-03-08,23.320000,23.400000,23.209999,23.360001,23.360001,2189700
2024-03-11,23.280001,23.430000,23.080000,23.299999,23.299999,1756500
2024-03-12,23.299999,23.360001,23.000000,23.080000,23.080000,2642000
2024-03-13,23.080000,23.200001,22.680000,22.790001,22.790001,4233200
2024-03-14,22.750000,22.760000,22.129999,22.340000,22.340000,4365400
2024-03-15,22.270000,22.530001,22.120001,22.420000,22.420000,12390100
2024-03-18,22.430000,22.440001,22.190001,22.360001,22.360001,3567200
2024-03-19,22.309999,22.530001,22.219999,22.350000,22.350000,2005800
2024-03-20,22.320000,22.540001,22.270000,22.500000,22.500000,2073200
2024-03-21,22.450001,22.670000,22.309999,22.330000,22.330000,4035400
2024-03-22,22.420000,22.500000,21.680000,21.760000,21.760000,4931700
2024-03-25,21.660000,21.690001,21.309999,21.459999,21.459999,3333700
