Date,Open,High,Low,Close,Adj Close,Volume
2024-03-11,47.639999,48.230000,47.630001,48.139999,47.475590,5910500
2024-03-12,48.200001,48.279999,47.970001,48.160000,47.495312,3522100
2024-03-13,48.389999,48.689999,48.360001,48.400002,47.732002,4861400
2024-03-14,47.650002,47.900002,47.099998,47.439999,47.439999,7110500
2024-03-15,47.139999,47.509998,47.110001,47.380001,47.380001,9654600
2024-03-18,47.500000,47.599998,47.099998,47.279999,47.279999,6513300
2024-03-19,47.360001,47.709999,47.299999,47.520000,47.520000,3507800
2024-03-20,47.279999,47.660000,47.110001,47.240002,47.240002,3777800
2024-03-21,47.459999,47.590000,47.259998,47.290001,47.290001,4127300
2024-03-22,47.410000,47.410000,47.029999,47.279999,47.279999,3015600
2024-03-25,47.250000,47.490002,47.160000,47.330002,47.330002,4821900
2024-03-26,47.340000,47.459999,47.200001,47.320000,47.320000,6143700
2024-03-27,47.330002,47.700001,47.110001,47.610001,47.610001,1560100
2024-03-28,47.700001,47.919998,47.520000,47.810001,47.810001,2218900
2024-04-01,48.000000,48.139999,47.529999,48.110001,48.110001,2157100
2024-04-02,48.090000,48.099998,47.630001,48.000000,48.000000,1351100
2024-04-03,48.080002,48.299999,47.950001,48.130001,48.130001,3205900
2024-04-04,48.349998,48.580002,48.060001,48.389999,48.389999,3948100
2024-04-05,48.560001,48.740002,48.430000,48.689999,48.689999,1758500
2024-04-08,48.759998,48.849998,48.580002,48.740002,48.740002,2063400
2024-04-09,48.970001,48.970001,48.119999,48.189999,48.189999,1911500
