Date,Open,High,Low,Close,Adj Close,Volume
2024-01-09,25.549999,25.559999,25.219999,25.260000,24.772840,268700
2024-01-10,25.379999,25.459999,25.250000,25.309999,24.821875,350900
2024-01-11,25.299999,25.629999,24.920000,25.610001,25.116091,759800
2024-01-12,25.600000,25.750000,25.379999,25.430000,24.939562,216000
2024-01-15,25.430000,25.520000,25.350000,25.520000,25.027824,103400
2024-01-16,25.450001,25.490000,25.200001,25.440001,24.949371,206000
2024-01-17,25.299999,25.299999,24.650000,24.860001,24.380556,377200
2024-01-18,24.980000,25.049999,24.610001,24.799999,24.321711,203800
2024-01-19,24.750000,24.930000,24.370001,24.580000,24.105955,358300
2024-01-22,24.650000,25.030001,24.490000,24.969999,24.488430,252000
2024-01-23,25.010000,25.200001,24.770000,25.110001,24.625732,287100
2024-01-24,25.100000,25.280001,24.850000,24.950001,24.468821,214500
2024-01-25,24.969999,25.000000,24.400000,24.520000,24.047112,719200
2024-01-26,24.559999,24.709999,24.320000,24.660000,24.184412,257000
2024-01-29,24.719999,24.870001,24.500000,24.840000,24.360941,239200
2024-01-30,24.570000,24.889999,24.549999,24.780001,24.453703,277000
2024-01-31,24.799999,24.920000,24.530001,24.660000,24.335283,1121300
2024-02-01,24.799999,24.940001,24.530001,24.889999,24.562254,422400
2024-02-02,24.719999,24.750000,24.400000,24.680000,24.355021,438400
2024-02-05,24.590000,24.590000,24.070000,24.120001,23.802393,221400
2024-02-06,24.120001,24.440001,23.990000,24.360001,24.039232,288800
2024-02-07,24.299999,24.469999,24.280001,24.330000,24.009626,343700
2024-02-08,24.280001,24.400000,24.110001,24.270000,23.950417,168200
2024-02-09,24.160000,24.450001,24.160000,24.450001,24.128046,133300
2024-02-12,24.209999,24.490000,24.209999,24.280001,23.960285,172800
2024-02-13,24.030001,24.030001,23.520000,23.670000,23.358318,287900
2024-02-14,23.740000,24.170000,23.740000,24.150000,23.831997,273700
2024-02-15,24.010000,24.440001,24.010000,24.209999,23.891205,379900
2024-02-16,24.000000,24.219999,23.900000,24.040001,23.723446,233000
2024-02-20,23.950001,24.080000,23.820000,23.980000,23.664234,195500
2024-02-21,23.910000,24.160000,23.910000,24.090000,23.772787,255200
2024-02-22,24.180000,24.180000,23.790001,24.040001,23.723446,310800
2024-02-23,24.030001,24.190001,23.879999,24.080000,23.762918,123300
2024-02-26,24.000000,24.150000,23.690001,23.700001,23.387922,359900
2024-02-27,23.760000,23.910000,23.580000,23.719999,23.407658,347400
2024-02-28,23.690001,23.690001,23.320000,23.320000,23.163313,323200
2024-02-29,23.430000,23.559999,23.120001,23.209999,23.054050,405100
2024-03-01,23.209999,23.580000,23.059999,23.540001,23.381836,182600
2024-03-04,23.549999,23.620001,23.240000,23.320000,23.163313,265300
2024-03-05,23.250000,23.430000,23.020000,23.120001,22.964657,306200
2024-03-06,23.190001,23.209999,23.040001,23.049999,22.895126,227700
2024-03-07,23.150000,23.400000,23.070000,23.340000,23.183178,376100
2024-03-08,23.459999,23.469999,23.240000,23.299999,23.143446,154500
2024-03-11,23.250000,23.309999,23.129999,23.219999,23.063984,134400
2024-03-12,23.230000,23.260000,23.020000,23.059999,22.905060,231500
2024-03-13,23.100000,23.190001,22.889999,22.959999,22.805731,257100
2024-03-14,22.990000,23.000000,22.540001,22.629999,22.477949,303500
2024-03-15,22.650000,22.770000,22.490000,22.549999,22.398485,625900
2024-03-18,22.570000,22.870001,22.549999,22.719999,22.567345,369200
2024-03-19,22.740000,22.910000,22.610001,22.850000,22.696472,269400
2024-03-20,22.830000,23.059999,22.820000,23.030001,22.875263,185900
2024-03-21,23.100000,23.350000,23.049999,23.299999,23.143446,260800
2024-03-22,23.330000,23.330000,23.010000,23.010000,22.855396,229000
2024-03-25,23.000000,23.170000,22.920000,22.959999,22.805731,180700
