Date,Open,High,Low,Close,Adj Close,Volume
2024-01-09,280.000000,280.000000,280.000000,280.000000,278.218170,0
2024-01-10,280.000000,280.000000,280.000000,280.000000,278.218170,0
2024-01-11,280.000000,280.000000,280.000000,280.000000,278.218170,0
2024-01-12,280.000000,280.000000,280.000000,280.000000,278.218170,0
2024-01-15,280.000000,280.000000,280.000000,280.000000,278.218170,100
2024-01-16,280.000000,280.000000,280.000000,280.000000,278.218170,0
2024-01-17,280.000000,280.000000,280.000000,280.000000,278.218170,0
2024-01-18,280.000000,280.000000,280.000000,280.000000,278.218170,0
2024-01-19,280.000000,280.000000,280.000000,280.000000,278.218170,0
2024-01-22,275.000000,275.000000,275.000000,275.000000,273.250000,100
2024-01-23,275.000000,275.000000,275.000000,275.000000,273.250000,300
2024-01-24,275.000000,275.000000,275.000000,275.000000,273.250000,0
2024-01-25,275.000000,275.000000,275.000000,275.000000,273.250000,0
2024-01-26,275.000000,275.000000,275.000000,275.000000,273.250000,400
2024-01-29,275.000000,275.000000,275.000000,275.000000,273.250000,0
2024-01-30,275.000000,275.000000,275.000000,275.000000,275.000000,0
2024-01-31,275.000000,275.000000,275.000000,275.000000,275.000000,0
2024-02-01,275.000000,275.000000,275.000000,275.000000,275.000000,0
2024-02-02,275.000000,275.000000,275.000000,275.000000,275.000000,0
2024-02-05,275.000000,275.000000,275.000000,275.000000,275.000000,0
2024-02-06,275.000000,275.000000,275.000000,275.000000,275.000000,0
2024-02-07,275.000000,275.000000,275.000000,275.000000,275.000000,200
2024-02-08,269.980011,269.980011,251.100006,258.329987,258.329987,2600
2024-02-09,258.329987,258.329987,258.329987,258.329987,258.329987,0
2024-02-12,255.990005,255.990005,249.000000,249.000000,249.000000,800
2024-02-13,250.000000,250.000000,250.000000,250.000000,250.000000,500
2024-02-14,244.100006,244.100006,244.100006,244.100006,244.100006,300
2024-02-15,244.000000,244.000000,244.000000,244.000000,244.000000,300
2024-02-16,244.490005,244.500000,244.490005,244.500000,244.500000,400
2024-02-20,244.000000,244.000000,244.000000,244.000000,244.000000,200
2024-02-21,244.649994,250.000000,244.649994,250.000000,250.000000,800
2024-02-22,250.000000,250.000000,250.000000,250.000000,250.000000,400
2024-02-23,249.000000,249.000000,249.000000,249.000000,249.000000,100
2024-02-26,249.000000,249.000000,249.000000,249.000000,249.000000,0
2024-02-27,249.000000,249.000000,249.000000,249.000000,249.000000,0
2024-02-28,249.000000,249.000000,249.000000,249.000000,249.000000,0
2024-02-29,246.000000,246.000000,246.000000,246.000000,246.000000,100
2024-03-01,246.000000,246.000000,246.000000,246.000000,246.000000,0
2024-03-04,268.079987,268.079987,248.000000,248.000000,248.000000,300
2024-03-05,244.139999,248.000000,244.139999,248.000000,248.000000,300
2024-03-06,248.000000,248.000000,248.000000,248.000000,248.000000,0
2024-03-07,248.000000,248.000000,248.000000,248.000000,248.000000,0
2024-03-08,250.000000,260.000000,250.000000,260.000000,260.000000,600
2024-03-11,260.000000,260.000000,260.000000,260.000000,260.000000,300
2024-03-12,250.000000,250.000000,250.000000,250.000000,250.000000,500
2024-03-13,250.000000,250.000000,250.000000,250.000000,250.000000,0
2024-03-14,250.000000,250.000000,250.000000,250.000000,250.000000,200
2024-03-15,250.000000,250.000000,250.000000,250.000000,250.000000,0
2024-03-18,250.000000,250.000000,250.000000,250.000000,250.000000,100
2024-03-19,250.000000,250.000000,250.000000,250.000000,250.000000,0
2024-03-20,243.869995,243.869995,243.869995,243.869995,243.869995,200
2024-03-21,244.210007,244.210007,244.210007,244.210007,244.210007,200
2024-03-22,258.989990,258.989990,258.989990,258.989990,258.989990,200
2024-03-25,258.989990,258.989990,258.989990,258.989990,258.989990,0
