Date,Open,High,Low,Close,Adj Close,Volume
2023-04-10,44.880001,44.880001,43.849998,44.049999,44.049999,309900
2023-04-11,44.119999,45.209999,43.810001,45.150002,45.150002,258600
2023-04-12,45.410000,45.779999,44.700001,44.959999,44.959999,140300
2023-04-13,44.939999,45.439999,44.680000,45.330002,45.330002,195800
2023-04-14,45.320000,45.320000,44.900002,45.250000,45.250000,153300
2023-04-17,45.169998,45.299999,44.650002,45.250000,45.250000,130000
2023-04-18,45.430000,45.509998,44.660000,44.990002,44.990002,217400
2023-04-19,44.720001,45.419998,44.509998,45.310001,45.310001,139200
2023-04-20,45.240002,45.410000,44.599998,44.869999,44.869999,175400
2023-04-21,45.029999,46.130001,45.029999,45.939999,45.939999,237900
2023-04-24,45.860001,46.459999,45.660000,46.310001,46.310001,111500
2023-04-25,46.320000,46.540001,45.770000,45.880001,45.880001,93400
2023-04-26,45.849998,45.849998,44.650002,44.779999,44.779999,165700
2023-04-27,44.889999,45.439999,44.840000,45.020000,45.020000,156900
2023-04-28,45.189999,45.310001,44.689999,45.270000,45.270000,161600
2023-05-01,45.209999,45.349998,44.919998,45.000000,45.000000,130300
2023-05-02,44.919998,45.139999,44.330002,44.689999,44.689999,127400
2023-05-03,44.930000,45.459999,44.580002,44.709999,44.709999,168000
2023-05-04,44.709999,44.709999,43.459999,43.580002,43.580002,122300
2023-05-05,43.720001,46.959999,43.720001,46.869999,46.869999,182500
2023-05-08,46.959999,47.580002,46.740002,47.000000,47.000000,187500
2023-05-09,46.830002,47.439999,46.459999,47.360001,47.360001,171200
2023-05-10,47.580002,47.669998,46.580002,47.090000,47.090000,252100
2023-05-11,47.060001,47.549999,46.990002,47.490002,47.490002,149500
2023-05-12,47.750000,48.299999,47.750000,48.130001,48.130001,140400
2023-05-15,48.310001,48.790001,47.869999,48.209999,48.209999,253000
2023-05-16,48.160000,48.290001,46.880001,47.540001,47.540001,162400
2023-05-17,47.740002,47.740002,47.020000,47.250000,47.250000,102400
2023-05-18,47.169998,47.400002,46.610001,47.090000,47.090000,119400
2023-05-19,47.169998,47.520000,47.110001,47.189999,47.189999,197000
2023-05-23,47.009998,47.639999,46.950001,47.290001,47.290001,218300
2023-05-24,47.040001,47.189999,45.840000,45.930000,45.930000,151700
2023-05-25,46.020000,46.020000,44.590000,45.099998,45.099998,207600
2023-05-26,45.119999,45.709999,44.770000,45.610001,45.610001,119400
2023-05-29,45.529999,46.299999,45.529999,45.889999,45.889999,24200
2023-05-30,45.509998,45.759998,45.070000,45.279999,45.279999,102800
2023-05-31,45.090000,45.660000,44.700001,45.560001,45.560001,764500
2023-06-01,45.619999,46.630001,45.570000,46.279999,46.279999,247500
2023-06-02,46.580002,47.200001,46.259998,47.090000,47.090000,258300
2023-06-05,46.970001,47.820000,46.970001,47.740002,47.740002,176200
2023-06-06,47.740002,47.740002,46.860001,47.099998,47.099998,153700
2023-06-07,47.250000,47.325001,46.619999,46.910000,46.910000,116000
2023-06-08,46.930000,46.930000,46.529999,46.820000,46.820000,102900
2023-06-09,46.889999,47.189999,46.369999,46.630001,46.630001,170600
2023-06-12,46.680000,47.040001,45.869999,46.959999,46.959999,108600
